SL term	TL term	SL	TL	area	english definition	TL definition	source	Usage example	notes	user
	Préstamo adaptado	English	Spanish			Palabra tomada de otra lengua cuya fonologóa y/o morfologóa se ha adaptado a la de la lengua que presta.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Préstamo cultural	English	Spanish			"Palabra tomada de otra lengua para hacer referencia a referentes para los cuales no hay equivalente en la lengua que presta. Algunos ejemplos son los préstamos de flora (tomate, ajó, chocolate) y fauna (alpaca, loro, jaguar) tomados de las lenguas amerindias cuando llegaron los españoles."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Préstamo gramatical	English	Spanish			"Expresión gramatical tomada de otra lengua. Ejemplos son el diminutivo vasco -txu (Javiertxu, óJaviercitoóó) en el español del Paós Vasco y el marcador de cortesóa guaranó-na (venóna, óvenó, por favoróó) en el español paraguayo."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Préstamo léxico	English	Spanish			Palabra o expresión léxica en una lengua que ha sido tomada de otra lengua.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Préstamo mezclado	English	Spanish			Compuesto morfológico que contiene elementos nativos y tomados de otra lengua.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Préstamo no adaptado	English	Spanish			Palabra tomada de otra lengua que mantiene la fonologóa original de la lengua de la que proviene.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Préstamo semántico	English	Spanish			Significado tomado de la otra lengua para una expresión de la lengua que presta. Ejemplos son el empleo de aplicar con el significado de óto applyóó (solicitar) del inglés y de embarazar con el significado de óto embarrassóó (avergonzar) del inglés. Algunos tipos de préstamo semóntico son los calcos y los cognados falsos.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Prevaricación	English	Spanish			Caracteróstica del lenguaje humano por la cual podemos emitir mensajes que no sean verdaderos.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Principio de la cooperación	English	Spanish			"La proposición de Grice de que existe un acuerdo tócito entre los interlocutores a colaborar en la interacción, basado en las cuatro móximas de la cantidad, calidad, relación y manera."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Pro	English	Spanish			"Pronombre vacóo, sin realización fonética, cuyo contenido recuperamos por concordancia con la inflexión verbal. En la oración Leemos el sujeto es un pronombre vacóo pro, con rasgos de primera persona del plural."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Productividad	English	Spanish			"Caracteróstica del lenguaje humano que describe nuestra capacidad infinita para entender y expresar significados distintos, usando elementos conocidos para producir nuevos elementos."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Proforma	English	Spanish			Palabra única que sirve para sustituir a un constituyente. La categoría de proformas incluye a los pronombres.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Pronoun	Pronombre	English	Spanish	Syntax		Proforma que sustituye a un sintagma nominal (SN). anafórico El que refiere a una persona o entidad nombrada anteriormente en el texto (ej. Mi hermano vive en Francia. él ha vivido alló por dos años). 	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Proparoxítona	English	Spanish			Palabra con acento prosódico en la antepenúltima sílaba. Como sinónimo se utiliza también la palabra esdrújula. 	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Protoindoeuropeo	English	Spanish			Lengua reconstruida que se piensa que dio origen a todas las lenguas de la familia indoeuropea.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	"Pseudocopulativo, verbo"	English	Spanish			" Verbos como quedarse, ponerse y mantenerse, que sirven de enlace entre el sujeto y el predicado nominal, pero con los que, a diferencia de los auténticamente copulativos, el predicado no puede ser sustituido por lo (ej. Juan se quedó triste > *Juan se lo quedó)."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Quechua	English	Spanish			"Lengua hablada en la región andina, desde el sur de Colombia hasta el norte de Argentina. Es la lengua amerindia con más hablantes. Tiene entre ocho y doce millones. Se habla principalmente en Perú, Bolivia y Ecuador."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Root	Raíz	English	Spanish	Morphology		Morfema básico o más fundamental de una palabra.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Rango bilingüe	English	Spanish			El grado de competencia que tiene un hablante bilingóe en cada una de sus lenguas.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Recipiente	English	Spanish			Rol semóntico que representa el que recibe algo; generalmente corresponde con el objeto indirecto (ej. Le dieron un ramo de flores a Maróa).	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Recursivity	Recursividad	English	Spanish	Syntax		"Propiedad de las lenguas naturales por la cual, dado cualquier constituyente u oración, podemos construir uno de mayor longitud o complejidad."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Referencia	English	Spanish			"Interpretación del significado basada en la relación entre una palabra, frase u oración y lo que representa en el mundo, o su referente. """	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Referente	English	Spanish			"La persona, cosa, evento o noción al cual se refiere una palabra, frase u oración."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Reglas de reescritura sintagmótica	English	Spanish			Reglas que describen la posición y el orden de los elementos que forman parte de un constituyente (ej. O > SN SV).	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Reglas descriptivas	English	Spanish			"Reglas que identifican quéconstrucciones y estructuras se usan en realidad en una lengua dada, no qué construcciones deberóan usarse. Un lingóista descriptivo se preocupa en descubrir en quécircunstancias se usan óme se ha olvidadoóó o ósiéntensenóó, por ejemplo, y en observar que hay distintos grupos sociales que favorecen una u otra expresión en la conversación."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Reglas prescriptivas	English	Spanish			"Reglas gramaticales que nos dicen cómo deberóamos hablar una lengua dada, cómo se habla la lengua con propiedad, empleando las palabras adecuadas con su sentido preciso y con corrección, construyendo las oraciones de acuerdo con el uso normativo de la lengua. Una regla prescriptiva, por ejemplo, es la que nos señala que debemos decir óse me ha olvidadoóó y no óme se ha olvidadoóó."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Rehilamiento	English	Spanish			Véase ó_eósmo.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	"Relativo, oración de"	English	Spanish			Oración subordinada que modifica a un sustantivo y desempeña por tanto la función de un adjetivo. Como sinónimo se usa oración adjetiva (ej. Quiero un coche [que sea seguro]). Va encabezada por un pronombre relativo. Se distinguen dos tipos... especificativa (o restrictiva) La que especifica o restringe el antecedente. Se pronuncia sin hacer pausa y ortogróficamente no va entre comas (ej. El libro [que leó ayer] era muy interesante).	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Relativa explicativa (o no restrictiva)	English	Spanish			"La que agrega información que no delimita al antecedente, sino que explica una caracteróstica del mismo. Las explicativas se pronuncian con pausa y ortogróficamente van entre comas (ej. Los lingóistas [, que son muy aburridos,] se toman muy en serio a só mismos)."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Rema	English	Spanish			"Parte de la oración que conlleva la información nueva, y que suele aparecer al final."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Resonante	English	Spanish			Consonante producida con relativamente poca constricción. Incluye a las lóquidas y las nasales. Se opone a obstruyente.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Rizotónico	English	Spanish			Con acento en la róz.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Rol semántico	English	Spanish			"Papel o función que desempeñan los sintagmas nominales (SN) en el evento, acción o estado que expresa la oración, sea como agente, paciente, instrumento, etc."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	"Románica, lengua"	English	Spanish			Lengua que desciende del latón.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	"Saussure, Ferdinand de"	English	Spanish			"Lingóista suizo (1857ó1913) cuyas ideas sobre la lengua como sistema de signos establecieron las bases fundamentales para la lingüística del siglo xx, tanto para la escuela estructuralista europea como para la escuela distribucionalista americana. Sus conceptos y métodos tuvieron también enorme influencia en los campos de la antropologóa y la crótica literaria."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Semántica	English	Spanish			"Estudio del significado lingüístico de las palabras, frases y oraciones."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Semiconsonante	English	Spanish			"Primera parte de un diptongo creciente (ej. la [ió] de tiene). Semivocal (a) Segunda parte de un diptongo decreciente (ej. la [ió] de baile). (b) Elemento más cerrado de un diptongo. En este segundo sentido, que es el que empleamos en este libro, incluye tanto a las semivocales en el sentido de (a) como a las semiconsonantes."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Sentido	English	Spanish			"Relación que tiene una palabra, frase u oración con otros elementos en la lengua."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Señales analógicas	English	Spanish			"Las que forman parte de un sistema de comunicación en el que las unidades se presentan en escalas continuas. Por ejemplo, la duración, el tono o la intensidad de la señal puede variar de manera continua con el grado de la emoción o el contenido informativo que se intenta expresar."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Señales digitales	English	Spanish			Las que forman parte de un sistema de comunicación en el que las unidades son claramente separables en elementos distintos.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Seseo	English	Spanish			"En dialectologóa hispónica se refiere a la existencia de un único fonema /s/ correspondiente a las letras s, z y c(e, i) ortogróficas. El seseo es parte de la norma del español latinoamericano."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Sibilant	Sibilante	English	Spanish			La [s] y otras fricativas de timbre parecido.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Significado	English	Spanish			Concepto asociado a una secuencia de sonidos en la formación de un signo lingüístico.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Significante	English	Spanish			Secuencia de sonidos asociada a un concepto.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Signo lingüístico	English	Spanish			"Unidad bósica de la lengua, formada por la unión de un significante y un significado."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Syllable	Sílaba	English	Spanish			Grupo de segmentos agrupados en torno a una cumbre de sonoridad. 	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Silabification	Silabificación	English	Spanish			División en sílabas. Un sinónimo es silabeo.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	"Simple, palabra"	English	Spanish			Palabra que tiene sólo una róz con o sin sufijos de flexión. 	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Sinalefa	English	Spanish			Agrupación de vocales que pertenecen a palabras diferentes en una sola sílaba.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Sincrónico	English	Spanish			En un momento concreto. Se opone a diacrónico. Véase también estudio sincrónico de la lengua.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Sinéresis	English	Spanish			 Reducción de un hiato a diptongo dentro de la misma palabra. Sinonimia Identidad de significado (ej. habitación ó cuarto).	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Sintagma	English	Spanish			"Constituyente oracional. Se clasifican a partir de la identificación de la categoría a la que aparece su núcleo. Asó, el constituyente oracional cuyo núcleo es un sustantivo es un sintagma nominal (SN)."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Syntax	Sintaxis	English	Spanish	Syntax		Parte de la gramótica que estudia la estructura de las oraciones y las restricciones sobre la correcta formación de las mismas.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Sociolect	Sociolecto	English	Spanish	Sociolinguistics		"Variedad de una lengua que caracteriza a un grupo social dentro de una comunidad de habla, como pueden ser grupos de edades diferentes, diferentes géneros, diferentes clases socioeconómicas, etc."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Sonorante	English	Spanish			Sinónimo de resonante.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Sonority	Sonoridad	English	Spanish	Phonology		"Grado de apertura. Los sonidos se pueden clasificar en una escala de sonoridad, donde en el extremo de móxima sonoridad tendróamos la vocal /a/ y en el otro extremo las oclusivas sordas. Sonoro Sonido producido con vibración de las cuerdas vocales."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Voiceless	Sordo	English	Spanish	Phonetics		Sonido producido sin vibración de las cuerdas vocales. Subcategorización Véase marco de subcategorización.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Subjetividad	English	Spanish			"Lo que comunica una palabra, frase u oración sobre la actitud del hablante hacia la noción que representa; trata los elementos del significado afectivo o subjetivo."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Suffix	Sufijo	English	Spanish	Morphology		Elemento que se añade después de una róz.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	"Sujeto nulo, lengua de"	English	Spanish			"Lengua que, como el español, permite que el sujeto sea un pronombre vacóo o pro, es decir, que permite que el sujeto de una oración no se exprese."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Noun	Sustantivo	English	Spanish	Syntax		"Categoría léxica que sirve como núcleo del sintagma nominal (SN) y que representa entidades que figuran en el evento o situación expresado por el verbo. Como sinónimo se usa también nombre. En general, un sustantivo en español es la parte de la oración que pueden tomar artóculos y otros determinantes y ser modificados por adjetivos. Asó, mesa es un sustantivo porque ocurre en sintagmas como la mesa roja (aunque esta regla no funciona necesariamente con los nombres propios como Juan)."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Tartesio	English	Spanish			Pueblo prerromano que habitaba en el suroeste de la Penónsula Ibérica.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Tema	English	Spanish			Parte de la oración que conlleva la información conocida. Suele aparecer al principio. 	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Tema	English	Spanish			Rol semóntico del sintagma nominal (SN) sobre el que recae la acción del verbo. Sinónimo de paciente. Corresponde al objeto directo en una oración transitiva.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Temporal	English	Spanish			"Rol semóntico que representa la ubicación temporal del evento, acción o estado expresado en el verbo (ej. Hace mucho fróo en el invierno). """	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Tiempo	English	Spanish			"Expresión gramatical en el verbo de la ubicación del evento o situación con respecto al momento del habla (presente, pasado o futuro) o a otro momento, por ejemplo, futuro con respecto a un momento en el pasado (ej. Dijo que lo haróa después)."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Tónico	English	Spanish			Con acento prosódico.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Tono	English	Spanish			"Variación en la altura del habla. Las diferencias de tono resultan de la frecuencia fundamental de vibración de las cuerdas vocales (a mayor frecuencia fundamental, más alto el tono que se percibe). En las lenguas con tono léxico, como el chino, el tono sirve para distinguir palabras. En lenguas como el español y el inglés, las diferencias de tono sólo tienen valor pragmótico. Este uso del tono al nivel del enunciado se conoce como entonación."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Wide transcription	Transcripción fonética amplia	English	Spanish	Phonetics		Transcripción en la que sólo se indican los detalles fonéticos más importantes.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Narrow transcription	Transcripción fonética estrecha	English	Spanish	Phonetics		Transcripción detallada con indicación de muchas diferencias fonéticas que no son fonológicamente contrastivas. 	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Transformación	English	Spanish			"Regla de movimiento que cambia la posición de un constituyente sintóctico. El movimiento que genera una oración interrogativa a partir de una declarativa es un ejemplo de transformación. Transitivo, verbo El que permite un complemento directo (ej. asesinar, beber, estudiar, mirar)."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Triptongo	English	Spanish			Secuencia de tres vocoides en una sola sílaba. En español los triptongos tienen la estructura semivocal-vocal-semivocal.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Ultracorrección	English	Spanish			Producción de una forma que no es etimológicamente correcta por el deseo de evitar otra forma que estó estigmatizada.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Uvular	English	Spanish			Sonido con constricción en la úvula. La úvula o campanilla estósituada en la parte posterior del velo.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Dialectal variation	Variación dialectal	English	Spanish	Sociolinguistics		Existencia de variantes lingüísticas diferentes en regiones diferentes. Ejemplos son la conservación de /s/ o la aspiración u omisión de ésta según la región.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Stylistic variation	Variación estilística	English	Spanish	Sociolinguistics		Producción de variantes diferentes según la formalidad del contexto.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Historical variation	Variación histórica	English	Spanish	Sociolinguistics		Existencia de variantes lingüísticas diferentes en periodos históricos diferentes. Un ejemplo es el empleo de ser con participios de verbos intransitivos en el español medieval y su empleo con el verbo estar en el español moderno.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Free variation	Variación libre	English	Spanish	Phonology		Existencia de variantes diferentes que pueden ocurrir en el mismo contexto sin que haya ningún motivo claro por el que el hablante elija una u otra de las variantes en una producción concreta.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Social variation	Variación social	English	Spanish	Sociolinguistics		Existencia de variantes lingüísticas diferentes en grupos sociales diferentes. Ejemplos son la conservación de /s/ en grupos sociales más altos y la mayor aspiración u omisión de ésta en grupos más bajos.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Variety	Variedad	English	Spanish	Sociolinguistics		"Cada una de las formas de una lengua según el hablante, el contexto, etc. """	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Contact variety	Variedad de contacto	English	Spanish	Sociolinguistics		Variedad de una lengua usada en regiones bilingó es. dialectal Variedad de una lengua hablada por un grupo de hablantes que habitan en una misma región y comparten rasgos lingüísticos. También se conoce como dialecto.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Acrolect	Variedad educada oral	English	Spanish	Sociolinguistics		Variedad de una lengua hablada por el grupo alto y educado de la sociedad. También se conoce como acrolecto. 	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Standard variety	Variedad estandarizada escrita	English	Spanish	Sociolinguistics		Variedad de una lengua que no muestra rasgos dialectales o sociales. Es la variedad a la que se hace referencia en las gramáticas y los diccionarios de la lengua española.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Sociolect	Variedad etnolectal	English	Spanish	Sociolinguistics		Variedad de una lengua hablada por un grupo de hablantes que pertenece a un mismo grupo étnico y comparte rasgos lingüísticos. También se conoce como sociolecto.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Variedad histórica	English	Spanish	Sociolinguistics		"Variedad de una lengua que se emplea en un periodo histórico, como el español medieval o el español moderno."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
	Variedad koinizada	English	Spanish	Sociolinguistics		Variedad de una lengua que presenta rasgos de otra(s) variedad(es) lingüística(s).	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Linguistic variety	Variedad lingüística	English	Spanish	Sociolinguistics		"Variedad de una lengua empleada por un grupo de hablantes o variedad empleada en ciertos contextos. Puede tratarse de un dialecto, un sociolecto, un etnolecto o un registro. También puede hacer referencia a un tipo de lengua (ej. lengua criolla, lengua estandarizada, lengua minorizada)."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Basilect	Variedad popular	English	Spanish	Sociolinguistics		Variedad de una lengua hablada por el grupo bajo de la sociedad. También se conoce como basilecto.	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Sociolect	Variedad rural	English	Spanish	Sociolinguistics		"Variedad de una lengua hablada en las zonas rurales de una región. sociolectal Variedad de una lengua hablada por un grupo de hablantes que comparten una caracteróstica social (clase social, género o edad, etc.) y comparten rasgos lingüísticos. También se conoce como sociolecto."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Vernacular variety	Variedad vernacular	English	Spanish	Sociolinguistics		"Véase vernacular, variedad."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Basque	Vasco	English	Spanish	General		"Lengua no-indoeuropea hablada en una zona a ambas vertientes de los Pirineos occidentales, con extensión geogrófica variable, desde la época prerromana a nuestros dóas."	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
Velar	Velar	English	Spanish	Phonetics		Sonido con constricción en la parte posterior del paladar (paladar blando).	"Hualde, J. I., Olarrea, A., Escobar, A. M., & Travis, C. E. (2009). Introducción a la lingüística hispánica. Cambridge University Press."			jvcasill
